10
10
4
10;0;0;0;
11;2;1;1;
12;2;1;2;
3;4;3;3;
4;5;3;4;
5;6;4;5;
16;7;5;6;
7;8;6;7;
18;8;7;8;
19;9;9;9;
20;10;10;0;
21;11;11;1;
12;13;12;2;
13;13;12;13;
24;15;14;14;
25;15;14;15;
16;17;16;6;
27;17;16;17;
28;18;18;8;
29;19;19;9;
30;20;20;10;
31;21;21;11;
32;23;22;22;
33;24;22;23;
24;24;23;14;
25;26;25;15;
36;26;25;26;
37;27;27;17;
28;29;28;18;
39;29;28;19;
40;31;30;20;
31;31;30;21;
32;32;32;22;
33;34;33;23;
34;35;33;34;
45;35;34;35;
36;37;36;26;
37;37;36;27;
48;39;38;38;
39;39;38;29;
40;41;40;30;
41;42;40;41;
52;42;41;42;
53;44;43;43;
44;45;43;44;
45;45;44;35;
56;47;46;46;
47;47;46;47;
48;49;48;38;
59;49;48;49;
50;51;50;50;
61;51;50;51;
62;52;52;42;
63;54;53;43;
54;55;53;54;
65;55;54;55;
66;56;56;46;
67;58;57;57;
68;58;57;58;
69;59;59;49;
70;61;60;60;
61;61;60;51;
72;62;62;52;
73;63;63;53;
74;65;64;64;
65;65;64;55;
76;67;66;56;
67;67;66;57;
78;68;68;58;
79;69;69;59;
80;71;70;60;
71;72;70;71;
72;72;71;62;
73;73;73;63;
74;75;74;64;
85;75;74;75;
76;77;76;66;
87;77;76;77;
78;79;78;68;
79;79;78;69;
80;81;80;70;
81;82;80;81;
82;83;81;82;
93;83;82;83;
94;85;84;84;
85;85;84;75;
96;87;86;86;
87;87;86;77;
88;89;88;88;
99;89;88;89;
90;91;90;90;
91;92;90;91;
92;93;91;92;
93;94;92;83;
94;94;93;84;
95;96;95;95;
96;97;95;86;
97;98;96;97;
98;99;97;98;
99;99;98;89;
-1;-10;-10;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-10;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-1;
-1;-1;-10;-1;
-10;-10;-1;-1;
-10;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-10;-1;-10;-10;
-1;-10;-1;-10;
-10;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-1;
-10;-10;-1;-1;
-10;-1;-10;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
