10
10
4
10;0;0;0;
11;2;1;1;
2;3;1;2;
13;4;2;3;
14;5;3;4;
5;5;4;5;
16;7;6;6;
7;8;6;7;
8;9;7;8;
19;9;8;9;
20;11;10;0;
11;12;10;1;
12;12;11;12;
23;13;13;3;
14;14;14;4;
25;16;15;15;
16;16;15;6;
17;18;17;17;
18;19;17;18;
19;19;18;9;
30;20;20;10;
31;22;21;21;
22;23;21;22;
23;23;22;13;
34;25;24;24;
25;25;24;15;
36;27;26;26;
27;28;26;27;
28;29;27;28;
39;29;28;29;
40;30;30;20;
31;32;31;21;
32;33;31;32;
43;33;32;33;
34;35;34;24;
45;35;34;35;
46;36;36;26;
47;38;37;37;
48;38;37;38;
49;39;39;29;
50;40;40;30;
51;42;41;41;
42;43;41;42;
53;43;42;33;
54;45;44;44;
45;45;44;35;
56;46;46;36;
57;47;47;37;
58;48;48;38;
59;49;49;39;
60;50;50;40;
61;51;51;41;
52;53;52;52;
53;53;52;43;
64;54;54;44;
65;55;55;55;
66;56;56;46;
67;57;57;47;
68;58;58;48;
69;59;59;49;
70;60;60;50;
61;62;61;51;
62;63;61;62;
63;64;62;63;
64;64;63;54;
65;66;65;55;
66;66;65;56;
77;67;67;57;
68;69;68;58;
79;69;68;59;
80;70;70;60;
71;72;71;71;
72;73;71;72;
83;74;72;73;
74;75;73;74;
75;76;74;75;
76;77;75;76;
77;77;76;67;
88;79;78;78;
79;79;78;69;
80;81;80;70;
81;82;80;81;
92;82;81;82;
83;84;83;73;
84;85;83;84;
95;85;84;85;
96;87;86;86;
97;87;86;87;
98;88;88;78;
99;89;89;89;
90;91;90;90;
91;92;90;91;
92;93;91;82;
93;94;92;93;
94;95;93;94;
95;95;94;85;
96;96;96;86;
97;98;97;87;
98;99;97;88;
99;99;98;89;
-1;-10;-10;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-1;-1;-1;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-1;
-10;-1;-1;-1;
-10;-10;-1;-10;
-1;-10;-10;-1;
-10;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-10;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-10;
-10;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-1;
-10;-10;-1;-1;
