10
10
4
10;1;0;0;
1;2;0;1;
2;3;1;2;
3;4;2;3;
14;4;3;4;
15;6;5;5;
16;6;5;6;
17;8;7;7;
8;9;7;8;
19;9;8;9;
20;10;10;0;
21;12;11;11;
12;13;11;12;
23;13;12;13;
14;15;14;4;
15;15;14;5;
16;17;16;6;
17;17;16;7;
28;19;18;18;
19;19;18;9;
30;20;20;10;
21;22;21;11;
32;22;21;22;
33;24;23;13;
34;24;23;24;
35;26;25;25;
26;27;25;26;
37;27;26;27;
28;29;28;18;
29;29;28;29;
30;31;30;20;
41;31;30;31;
32;32;32;22;
43;33;33;23;
34;35;34;24;
35;35;34;25;
46;36;36;36;
47;37;37;27;
48;39;38;38;
49;39;38;39;
50;40;40;40;
51;41;41;31;
52;43;42;42;
43;43;42;33;
54;44;44;44;
55;46;45;45;
46;47;45;36;
47;47;46;37;
58;48;48;38;
59;49;49;39;
60;50;50;40;
51;52;51;41;
52;52;51;42;
63;54;53;53;
54;55;53;44;
55;55;54;45;
66;57;56;56;
57;58;56;57;
68;58;57;48;
59;59;59;49;
70;61;60;50;
61;62;60;61;
62;62;61;62;
63;64;63;53;
74;64;63;64;
75;66;65;65;
66;67;65;56;
67;67;66;67;
68;69;68;58;
79;69;68;69;
80;71;70;60;
71;72;70;71;
82;72;71;72;
83;74;73;73;
74;74;73;64;
75;75;75;65;
86;77;76;76;
77;78;76;77;
88;78;77;78;
89;79;79;69;
90;80;80;70;
91;82;81;81;
82;82;81;72;
93;83;83;73;
84;85;84;84;
95;86;84;85;
86;86;85;76;
97;88;87;87;
88;88;87;78;
99;89;89;79;
90;90;90;80;
91;92;91;81;
92;93;91;92;
93;94;92;83;
94;95;93;94;
95;95;94;85;
96;97;96;96;
97;98;96;87;
98;99;97;98;
99;99;98;89;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-1;-10;-1;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-10;
-1;-1;-10;-10;
-10;-1;-1;-1;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-1;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-1;
-10;-10;-10;-1;
-1;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-1;
-10;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-10;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-10;
-1;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
