10
10
4
10;1;0;0;
1;2;0;1;
2;2;1;2;
13;4;3;3;
4;5;3;4;
5;6;4;5;
16;7;5;6;
17;7;6;7;
18;9;8;8;
19;9;8;9;
20;11;10;0;
11;12;10;11;
12;13;11;12;
13;13;12;3;
24;15;14;14;
25;15;14;15;
16;16;16;6;
17;18;17;7;
18;18;17;8;
29;19;19;9;
20;21;20;10;
31;21;20;21;
32;22;22;22;
33;24;23;23;
24;24;23;14;
25;26;25;15;
26;27;25;26;
27;27;26;27;
38;29;28;28;
29;29;28;19;
40;30;30;30;
41;31;31;21;
42;32;32;22;
33;34;33;23;
34;35;33;34;
45;35;34;35;
36;37;36;36;
37;38;36;37;
38;39;37;28;
49;39;38;39;
40;41;40;30;
41;42;40;31;
42;43;41;32;
43;43;42;43;
54;45;44;44;
45;45;44;35;
56;47;46;46;
47;48;46;47;
48;49;47;48;
59;49;48;39;
60;51;50;50;
61;51;50;51;
62;53;52;52;
63;53;52;53;
54;55;54;44;
65;55;54;55;
66;56;56;46;
67;58;57;57;
58;59;57;58;
59;59;58;49;
70;60;60;50;
61;62;61;51;
62;62;61;52;
63;64;63;53;
64;65;63;64;
65;65;64;55;
76;66;66;56;
67;68;67;57;
68;69;67;68;
79;69;68;69;
70;71;70;60;
71;72;70;71;
82;72;71;72;
73;74;73;73;
74;75;73;74;
75;76;74;75;
76;77;75;66;
77;78;76;77;
88;78;77;78;
89;79;79;69;
90;81;80;80;
81;81;80;81;
92;82;82;72;
93;84;83;83;
84;85;83;84;
95;85;84;85;
96;87;86;86;
97;87;86;87;
98;88;88;78;
99;89;89;79;
90;91;90;80;
91;92;90;91;
92;93;91;82;
93;93;92;83;
94;95;94;94;
95;96;94;85;
96;96;95;86;
97;98;97;87;
98;98;97;88;
99;99;99;89;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-10;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-1;-1;-1;
-10;-1;-1;-1;
-10;-10;-1;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-1;
-10;-10;-1;-1;
-10;-1;-10;-10;
-10;-1;-1;-1;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-10;-10;-1;
