10
10
4
10;0;0;0;
11;2;1;1;
2;3;1;2;
13;4;2;3;
14;4;3;4;
15;6;5;5;
6;7;5;6;
17;7;6;7;
8;9;8;8;
19;9;8;9;
20;11;10;0;
11;12;10;1;
12;12;11;12;
23;13;13;3;
14;15;14;4;
15;15;14;5;
26;16;16;16;
17;18;17;7;
28;18;17;18;
29;19;19;9;
20;20;20;10;
31;22;21;21;
32;22;21;22;
33;23;23;13;
24;25;24;24;
35;26;24;25;
36;26;25;16;
37;28;27;27;
28;28;27;18;
39;29;29;19;
40;31;30;30;
31;31;30;21;
42;32;32;22;
33;34;33;23;
44;34;33;34;
45;35;35;25;
36;37;36;26;
37;37;36;27;
38;39;38;38;
49;39;38;29;
40;41;40;30;
41;41;40;41;
52;42;42;32;
53;44;43;43;
44;44;43;34;
45;46;45;35;
46;47;45;46;
47;48;46;47;
48;49;47;48;
59;49;48;39;
60;51;50;50;
51;52;50;51;
52;52;51;42;
53;54;53;43;
54;55;53;54;
55;56;54;55;
56;57;55;56;
67;58;56;57;
68;58;57;58;
59;59;59;49;
70;60;60;50;
71;62;61;61;
62;63;61;62;
73;64;62;63;
64;65;63;64;
65;66;64;65;
76;66;65;66;
77;67;67;57;
68;69;68;58;
79;69;68;69;
80;70;70;60;
71;72;71;61;
72;72;71;72;
83;73;73;63;
84;75;74;74;
85;75;74;75;
86;76;76;66;
77;78;77;67;
78;78;77;78;
89;79;79;69;
80;81;80;70;
81;82;80;81;
82;83;81;82;
83;83;82;73;
94;84;84;74;
85;85;85;75;
96;86;86;76;
97;88;87;87;
88;89;87;88;
99;89;88;79;
90;91;90;90;
91;92;90;91;
92;93;91;92;
93;94;92;93;
94;95;93;84;
95;96;94;95;
96;97;95;86;
97;97;96;87;
98;99;98;98;
99;99;98;89;
-1;-10;-10;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-10;
-1;-10;-1;-10;
-1;-1;-10;-1;
-10;-1;-1;-1;
-10;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-10;
-1;-1;-1;-10;
-1;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-1;-10;-10;
-1;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-1;-10;-1;-10;
-10;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-1;
-10;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-1;-1;-1;
-10;-10;-1;-1;
-10;-1;-10;-10;
-10;-10;-1;-1;
